university,course,grescore,testscore,undergradscore,workex,status
Arizona State University,Management Information System,313,107,62,6,2
Arizona State University,Management Information System,314,106,72.485,6,2
Arizona State University,Management Information System,307,109,62,1,2
Arizona State University,Management Information System,290,109,66.5,48,2
Arizona State University,Management Information System,306,90,77.9,24,2
Arizona State University,Management Information System,310,100,85.12,2,2
Arizona State University,Management Information System,309,88,73.055,16,2
Arizona State University,Management Information System,310,103,71.25,29,2
Arizona State University,Management Information System,301,93,65.23,26,2
Arizona State University,Management Information System,305,89,84.17,17,2
Arizona State University,Management Information System,312,115,73,33,2
Arizona State University,Management Information System,319,100,64.03,28,2
Arizona State University,Management Information System,305,88,57.7,12,2
Arizona State University,Management Information System,307,87,70,27,2
Arizona State University,Management Information System,306,92,71,36,2
Arizona State University,Management Information System,315,104,77,3,1
Arizona State University,Management Information System,311,101,73.53,25,1
Arizona State University,Management Information System,312,110,81.7,24,1
Arizona State University,Management Information System,307,103,76,34,1
Arizona State University,Management Information System,321,102,71.25,12,1
Arizona State University,Management Information System,310,101,66,22,1
Arizona State University,Management Information System,306,103,63.17,27,1
Arizona State University,Management Information System,305,91,64,15,1
Arizona State University,Management Information System,299,88,83,30,1
Arizona State University,Management Information System,314,91,75.335,16,1
Arizona State University,Management Information System,305,109,77.9,31,1
Arizona State University,Management Information System,318,111,63.46,6,1
Arizona State University,Management Information System,308,84,68.5,43,0
Arizona State University,Management Information System,301,91,59.85,21,0
Arizona State University,Management Information System,310,96,68.68,41,0
Arizona State University,Management Information System,312,105,71.725,27,0
Arizona State University,Management Information System,301,88,81.7,55,0
Arizona State University,Management Information System,303,90,67,14,0
Arizona State University,Management Information System,308,84,68.94,43,0
Arizona State University,Management Information System,305,98,53.63,18,0
Arizona State University,Management Information System,302,101,79.8,41,0
Arizona State University,Management Information System,303,89,65,15,0
Arizona State University,Management Information System,316,107,68.02,6,0
Arizona State University,Management Information System,302,92,71.1,35,0
Arizona State University,Management Information System,311,101,82.2,18,0
Arizona State University,Management Information System,308,86,76.95,14,0
Arizona State University,Management Information System,299,97,59,12,0
Boston University,Management Information System,313,101,73,30,2
Boston University,Management Information System,336,107,57,30,2
Boston University,Management Information System,301,101,60.325,10,2
Boston University,Management Information System,296,90,53.865,8,1
Boston University,Management Information System,316,106,64.125,5,1
Boston University,Management Information System,310,112,72.3,22,1
Boston University,Management Information System,310,97,56,82,1
Boston University,Management Information System,300,97,57.8075,6,1
Boston University,Management Information System,315,99,73.42,26,1
Boston University,Management Information System,298,88,53,20,1
Boston University,Management Information System,309,108,71.25,10,1
Carnegie Mellon University,Information Management and Systems,312,110,86.355,16,2
Carnegie Mellon University,Information Management and Systems,311,102,74,85,2
Carnegie Mellon University,Information Management and Systems,320,104,65,60,2
Carnegie Mellon University,Information Management and Systems,307,103,76,34,2
Carnegie Mellon University,Information Management and Systems,324,113,78.04,5,2
Carnegie Mellon University,Information Management and Systems,300,103,85.5,30,2
Carnegie Mellon University,Information Management and Systems,324,110,63.58,16,2
Carnegie Mellon University,Information Management and Systems,319,111,91.2,6,2
Carnegie Mellon University,Information Management and Systems,318,109,72,60,2
Carnegie Mellon University,Information Management and Systems,325,109,63.65,17,2
Carnegie Mellon University,Information Management and Systems,322,116,76.95,6,2
Carnegie Mellon University,Information Management and Systems,296,91,72,20,2
Carnegie Mellon University,Information Management and Systems,312,98,77.8,31,2
Carnegie Mellon University,Information Management and Systems,308,102,71.06,15,1
Carnegie Mellon University,Information Management and Systems,315,108,83.3,8,1
Carnegie Mellon University,Information Management and Systems,321,109,83,18,1
Carnegie Mellon University,Information Management and Systems,310,107,70.205,14,1
Carnegie Mellon University,Information Management and Systems,315,109,85.4,6,1
Carnegie Mellon University,Information Management and Systems,315,110,81.7,3,1
Carnegie Mellon University,Information Management and Systems,316,114,75,44,1
Carnegie Mellon University,Information Management and Systems,316,104,81.225,60,1
Carnegie Mellon University,Information Management and Systems,317,112,82.84,36,1
Carnegie Mellon University,Information Management and Systems,314,108,66.5,24,1
Carnegie Mellon University,Information Management and Systems,305,109,86,25,1
Carnegie Mellon University,Information Management and Systems,314,109,77,38,1
Carnegie Mellon University,Information Management and Systems,318,103,90,27,1
Carnegie Mellon University,Information Management and Systems,320,111,75.81,30,1
Carnegie Mellon University,Information Management and Systems,314,108,77.1,22,1
Carnegie Mellon University,Information Management and Systems,321,106,78,36,1
Carnegie Mellon University,Information Management and Systems,321,109,81,18,0
Carnegie Mellon University,Information Management and Systems,319,101,85.45,7,0
Carnegie Mellon University,Information Management and Systems,322,110,29.45,12,0
Carnegie Mellon University,Information Management and Systems,324,106,74.1,33,0
Carnegie Mellon University,Information Management and Systems,325,116,80.56,2,0
Carnegie Mellon University,Information Management and Systems,315,109,63.84,29,0
Carnegie Mellon University,Information Management and Systems,293,101,82.84,20,0
Carnegie Mellon University,Information Management and Systems,321,108,63.22,21,0
Carnegie Mellon University,Information Management and Systems,318,109,64.125,13,0
Carnegie Mellon University,Information Management and Systems,314,114,77.2,20,0
Carnegie Mellon University,Information Management and Systems,330,107,87.685,15,0
Carnegie Mellon University,Information Management and Systems,329,110,70.3,4,0
Carnegie Mellon University,Information Management and Systems,317,106,73.4,82,0
Carnegie Mellon University,Information Management and Systems,320,110,58.9,40,0
Carnegie Mellon University,Information Systems,318,97,77.425,6,2
Carnegie Mellon University,Information Systems,312,110,72.39,2,2
Carnegie Mellon University,Information Systems,308,98,65,25,2
Carnegie Mellon University,Information Systems,313,111,80.75,31,2
Carnegie Mellon University,Information Systems,321,104,71,76,2
Carnegie Mellon University,Information Systems,325,108,69.54,6,2
Carnegie Mellon University,Information Systems,328,112,75,30,2
Carnegie Mellon University,Information Systems,316,102,75.905,13,2
Carnegie Mellon University,Information Systems,322,105,67,68,2
Carnegie Mellon University,Information Systems,310,103,76.95,1,2
Carnegie Mellon University,Information Systems,323,99,68.78,2,2
Carnegie Mellon University,Information Systems,319,100,71,54,2
Carnegie Mellon University,Information Systems,314,104,58,53,2
Carnegie Mellon University,Information Systems,311,104,81.7,2,2
Carnegie Mellon University,Information Systems,321,106,74.005,20,2
Carnegie Mellon University,Information Systems,332,112,81.7,15,2
Carnegie Mellon University,Information Systems,317,105,60.135,57,2
Carnegie Mellon University,Information Systems,308,100,86.45,21,2
Carnegie Mellon University,Information Systems,311,113,58.05,36,2
Carnegie Mellon University,Information Systems,316,102,72.01,42,1
Carnegie Mellon University,Information Systems,320,107,69,60,1
Carnegie Mellon University,Information Systems,316,116,77.805,3,1
Carnegie Mellon University,Information Systems,322,110,79.04,27,1
Carnegie Mellon University,Information Systems,324,109,70.3,21,1
Carnegie Mellon University,Information Systems,317,106,83.695,32,1
Carnegie Mellon University,Information Systems,316,112,80.56,21,1
Carnegie Mellon University,Information Systems,317,104,78.85,23,1
Carnegie Mellon University,Information Systems,323,112,66.21,27,1
Carnegie Mellon University,Information Systems,315,105,90.82,19,1
Carnegie Mellon University,Information Systems,314,109,81.7,24,1
Carnegie Mellon University,Information Systems,318,118,80.085,30,1
Carnegie Mellon University,Information Systems,319,113,73.4,26,1
Carnegie Mellon University,Information Systems,326,111,80.56,24,1
Carnegie Mellon University,Information Systems,329,105,87.495,13,1
Carnegie Mellon University,Information Systems,320,105,76.95,24,1
Carnegie Mellon University,Information Systems,318,104,87.78,16,1
Carnegie Mellon University,Information Systems,329,113,72.675,40,0
Carnegie Mellon University,Information Systems,309,101,72.295,9,0
Carnegie Mellon University,Information Systems,314,110,72,60,0
Carnegie Mellon University,Information Systems,322,106,69.255,26,0
Carnegie Mellon University,Information Systems,315,101,80.275,24,0
Carnegie Mellon University,Information Systems,321,109,60,29,0
Carnegie Mellon University,Information Systems,319,110,85.31,6,0
Carnegie Mellon University,Information Systems,307,100,84.645,24,0
Carnegie Mellon University,Information Systems,325,114,73.34,25,0
Carnegie Mellon University,Information Systems,320,104,62.32,19,0
Carnegie Mellon University,Information Systems,317,110,64.505,1,0
Carnegie Mellon University,Information Systems,316,108,71,13,0
Carnegie Mellon University,Information Systems,308,95,71.43,25,0
Carnegie Mellon University,Information Systems,313,98,87.4,13,0
Carnegie Mellon University,Information Systems,332,112,89.775,4,0
University of Delaware,Management Information System,309,109,87.78,40,2
University of Delaware,Management Information System,305,101,51,54,2
University of Delaware,Management Information System,311,109,69,48,2
University of Delaware,Management Information System,304,90,57,30,2
University of Delaware,Management Information System,304,90,57,30,2
University of Delaware,Management Information System,296,78,70.8,30,2
University of Delaware,Management Information System,308,112,76,30,2
University of Delaware,Management Information System,295,109,71.345,32,1
University of Delaware,Management Information System,303,93,64.1,2,1
University of Delaware,Management Information System,313,108,61.465,12,1
University of Delaware,Management Information System,303,108,73.112,2,1
University of Delaware,Management Information System,300,93,70.3,16,1
University of Delaware,Management Information System,306,92,64.125,1,0
University of Delaware,Management Information System,305,93,68.4,25,0
Drexel University,Information Systems,301,78,61.75,10,2
Drexel University,Information Systems,313,100,65,12,2
Drexel University,Information Systems,305,84,65.9,8,2
Drexel University,Information Systems,292,85,72.39,36,2
Drexel University,Information Systems,300,104,74.1,20,1
Drexel University,Information Systems,305,96,79.8,4,1
Drexel University,Information Systems,309,93,70.7275,4,1
Drexel University,Information Systems,302,101,78.09,8,1
Drexel University,Information Systems,308,100,64.505,27,1
Drexel University,Information Systems,302,86,65,28,1
Drexel University,Information Systems,314,114,64.695,6,1
Drexel University,Information Systems,314,107,78.375,6,1
Drexel University,Information Systems,307,101,79.99,41,1
Drexel University,Information Systems,305,109,76,6,1
Drexel University,Information Systems,306,92,60.135,-1,0
Drexel University,Information Systems,309,94,61.275,13,0
Drexel University,Information Systems,318,113,56.715,20,0
Drexel University,Information Systems,302,96,78,74,0
Drexel University,Information Systems,297,86,62.2,32,0
Drexel University,Information Systems,318,110,77.9,20,0
University of Arizona,Management Information System,312,100,67,60,2
University of Arizona,Management Information System,312,102,65,20,2
University of Arizona,Management Information System,318,102,67,32,2
University of Arizona,Management Information System,311,106,68,19,2
University of Arizona,Management Information System,315,112,78.28,1,2
University of Arizona,Management Information System,308,101,74.005,16,2
University of Arizona,Management Information System,308,93,74.1,26,2
University of Arizona,Management Information System,319,101,62.415,15,2
University of Arizona,Management Information System,322,110,53.77,6,2
University of Arizona,Management Information System,311,106,68.23,19,2
University of Arizona,Management Information System,319,114,63.745,14,2
University of Arizona,Management Information System,320,96,80.37,42,2
University of Arizona,Management Information System,318,109,69,30,2
University of Arizona,Management Information System,308,108,82.175,36,2
University of Arizona,Management Information System,317,103,79,60,2
University of Arizona,Management Information System,321,117,87.2,30,2
University of Arizona,Management Information System,307,99,67,16,2
University of Arizona,Management Information System,326,115,89.11,1,1
University of Arizona,Management Information System,308,105,85,60,1
University of Arizona,Management Information System,317,110,65.835,25,1
University of Arizona,Management Information System,315,104,77,3,1
University of Arizona,Management Information System,315,104,66.215,18,1
University of Arizona,Management Information System,325,115,86.64,4,1
University of Arizona,Management Information System,319,114,63.745,14,1
University of Arizona,Management Information System,309,108,81.415,37,1
University of Arizona,Management Information System,312,110,81.7,24,1
University of Arizona,Management Information System,305,109,86,25,1
University of Arizona,Management Information System,325,115,90.725,26,1
University of Arizona,Management Information System,326,111,60.1,42,1
University of Arizona,Management Information System,316,112,80.56,21,1
University of Arizona,Management Information System,313,101,68.2,42,1
University of Arizona,Management Information System,316,103,81.01,13,1
University of Arizona,Management Information System,317,101,67,18,0
University of Arizona,Management Information System,308,84,68.5,43,0
University of Arizona,Management Information System,314,111,67.925,3,0
University of Arizona,Management Information System,311,110,66,50,0
University of Arizona,Management Information System,311,101,72,24,0
University of Arizona,Management Information System,325,116,80.56,2,0
University of Arizona,Management Information System,313,104,68.4,19,0
University of Arizona,Management Information System,316,102,73.72,54,0
University of Arizona,Management Information System,309,103,74.1,13,0
University of Arizona,Management Information System,313,97,66.5,23,0
University of Arizona,Management Information System,315,109,65.77,30,0
University of Arizona,Management Information System,293,101,82.84,20,0
University of Arizona,Management Information System,305,100,85.5,43,0
Illinois Institute of Technology,Management Information System,289,78,69.35,2,2
Illinois Institute of Technology,Management Information System,298,91,51.205,3,2
Illinois Institute of Technology,Management Information System,303,94,79.8,38,2
Illinois Institute of Technology,Management Information System,289,92,66,90,2
Illinois Institute of Technology,Management Information System,309,108,60,14,2
Illinois Institute of Technology,Management Information System,293,77,62,14,2
Illinois Institute of Technology,Management Information System,309,99,59,24,2
Illinois Institute of Technology,Management Information System,304,92,61,37,2
Illinois Institute of Technology,Management Information System,300,101,72.64,48,2
Illinois Institute of Technology,Management Information System,302,100,60,18,2
Illinois Institute of Technology,Management Information System,314,108,60,21,2
Illinois Institute of Technology,Management Information System,303,84,63.57,17,2
Illinois Institute of Technology,Management Information System,310,98,70.775,29,2
Illinois Institute of Technology,Management Information System,315,105,61.275,7,2
Illinois Institute of Technology,Management Information System,297,101,61.75,15,2
Illinois Institute of Technology,Management Information System,301,83,55.5,60,2
Illinois Institute of Technology,Management Information System,299,84,82.08,67,1
Illinois Institute of Technology,Management Information System,293,93,56,8,1
Illinois Institute of Technology,Management Information System,300,101,81,36,1
Illinois Institute of Technology,Management Information System,303,91,73.15,1,1
Illinois Institute of Technology,Management Information System,305,78,69,26,1
Illinois Institute of Technology,Management Information System,296,93,66.5,34,1
Illinois Institute of Technology,Management Information System,291,93,67,27,1
Illinois Institute of Technology,Management Information System,294,93,54,35,1
Illinois Institute of Technology,Management Information System,295,109,71.345,32,1
Illinois Institute of Technology,Management Information System,311,109,58.14,18,1
Illinois Institute of Technology,Management Information System,300,88,60,29,1
Illinois Institute of Technology,Management Information System,302,92,66,24,1
Illinois Institute of Technology,Management Information System,307,78,65.55,26,1
Illinois Institute of Technology,Management Information System,304,109,62.5,4,1
Illinois Institute of Technology,Management Information System,289,81,58.14,8,0
Illinois Institute of Technology,Management Information System,306,104,58,5,0
Illinois Institute of Technology,Management Information System,300,92,57,12,0
Illinois Institute of Technology,Management Information System,296,90,53.865,8,0
Illinois Institute of Technology,Management Information System,290,109,66.5,48,0
Illinois Institute of Technology,Management Information System,307,101,54,31,0
Illinois Institute of Technology,Management Information System,299,93,51.87,2,0
Illinois Institute of Technology,Management Information System,297,78,59,12,0
Illinois Institute of Technology,Management Information System,286,101,58,30,0
Illinois Institute of Technology,Management Information System,292,80,58,55,0
Illinois Institute of Technology,Management Information System,302,99,63.65,22,0
Illinois Institute of Technology,Management Information System,306,103,52,1,0
Illinois Institute of Technology,Management Information System,305,90,65.455,19,0
Illinois Institute of Technology,Management Information System,300,90,55,4,0
Iowa State University,Management Information System,309,114,76,2,2
Iowa State University,Management Information System,307,101,72.295,37,2
Iowa State University,Management Information System,311,85,69.35,19,2
Iowa State University,Management Information System,318,104,73.72,37,2
Iowa State University,Management Information System,317,102,78.24,21,2
Iowa State University,Management Information System,309,105,62,24,2
Iowa State University,Management Information System,299,86,60,18,2
Iowa State University,Management Information System,318,101,78.85,3,2
Iowa State University,Management Information System,310,95,76,30,2
Iowa State University,Management Information System,303,101,73.15,30,2
Iowa State University,Management Information System,315,115,59.59,30,2
Iowa State University,Management Information System,309,114,75.525,3,1
Iowa State University,Management Information System,316,114,84.265,18,1
Iowa State University,Management Information System,313,105,69,11,1
Iowa State University,Management Information System,311,114,74.3,18,1
Iowa State University,Management Information System,325,99,60.8,8,1
Iowa State University,Management Information System,308,100,81.7,34,1
Iowa State University,Management Information System,313,106,72.01,40,1
Iowa State University,Management Information System,307,101,73.055,33,1
Iowa State University,Management Information System,306,97,80,55,1
Iowa State University,Management Information System,305,99,72.2,72,1
Iowa State University,Management Information System,309,106,72.8,20,1
Iowa State University,Management Information System,311,109,70,29,1
Iowa State University,Management Information System,309,97,77,43,1
Iowa State University,Management Information System,311,102,65.98,25,1
Iowa State University,Management Information System,315,100,76.57,42,1
Iowa State University,Management Information System,308,99,62.5,56,1
Iowa State University,Management Information System,310,103,71.25,20,1
Iowa State University,Management Information System,308,109,75.525,18,0
Iowa State University,Management Information System,304,96,87.78,74,0
Iowa State University,Management Information System,301,84,72.865,50,0
Iowa State University,Management Information System,310,107,63.745,12,0
Iowa State University,Management Information System,304,104,82.65,16,0
Iowa State University,Management Information System,310,106,65.455,25,0
Iowa State University,Management Information System,316,98,85.31,22,0
Iowa State University,Management Information System,309,106,68.115,29,0
Iowa State University,Management Information System,318,113,56.715,20,0
Iowa State University,Management Information System,313,101,66,17,0
Iowa State University,Management Information System,304,101,74.67,8,0
Iowa State University,Management Information System,320,112,57,48,0
Iowa State University,Management Information System,306,90,68.685,17,0
Iowa State University,Management Information System,308,107,66.785,11,0
Iowa State University,Management Information System,303,108,62.6,33,0
Iowa State University,Management Information System,314,101,69.8345,46,0
Iowa State University,Management Information System,292,92,65,30,0
Iowa State University,Management Information System,305,92,71.2,36,0
Iowa State University,Management Information System,303,101,73.055,22,0
Indiana University Bloomington,Management Information System,315,110,81.7,3,2
Indiana University Bloomington,Management Information System,314,106,72.485,6,2
Indiana University Bloomington,Management Information System,321,112,72,28,2
Indiana University Bloomington,Management Information System,315,103,66,11,2
Indiana University Bloomington,Management Information System,318,112,80.3,16,2
Indiana University Bloomington,Management Information System,309,100,61,40,2
Indiana University Bloomington,Management Information System,321,100,81.225,37,2
Indiana University Bloomington,Management Information System,328,109,62,33,2
Indiana University Bloomington,Management Information System,318,106,69.92,2,2
Indiana University Bloomington,Management Information System,323,104,82.65,7,2
Indiana University Bloomington,Management Information System,324,104,89.9,29,2
Indiana University Bloomington,Management Information System,319,105,64.6,6,2
Indiana University Bloomington,Management Information System,327,110,67.6875,39,2
Indiana University Bloomington,Management Information System,307,107,76,18,2
Indiana University Bloomington,Management Information System,316,104,89.5,38,2
Indiana University Bloomington,Management Information System,316,112,64.64,29,2
Indiana University Bloomington,Management Information System,330,113,77.3,37,2
Indiana University Bloomington,Management Information System,310,101,84,27,2
Indiana University Bloomington,Management Information System,317,110,76.38,24,2
Indiana University Bloomington,Management Information System,325,116,80.56,2,1
Indiana University Bloomington,Management Information System,303,102,65,9,1
Indiana University Bloomington,Management Information System,320,112,80.48,28,1
Indiana University Bloomington,Management Information System,316,103,81.01,13,1
Indiana University Bloomington,Management Information System,323,103,75.24,7,1
Indiana University Bloomington,Management Information System,318,118,80.085,30,1
Indiana University Bloomington,Management Information System,326,115,89.11,1,1
Indiana University Bloomington,Management Information System,319,113,88.35,11,1
Indiana University Bloomington,Management Information System,313,111,80.75,31,1
Indiana University Bloomington,Management Information System,319,112,71.44,35,1
Indiana University Bloomington,Management Information System,322,110,79.04,27,0
Indiana University Bloomington,Management Information System,317,114,61.52,36,0
Indiana University Bloomington,Management Information System,311,101,72,24,0
Indiana University Bloomington,Management Information System,316,114,70,26,0
Indiana University Bloomington,Management Information System,312,108,67.83,6,0
Indiana University Bloomington,Management Information System,312,110,81.7,24,0
Indiana University Bloomington,Management Information System,312,105,64.86,18,0
Indiana University Bloomington,Management Information System,326,113,68.5,44,0
Indiana University Bloomington,Management Information System,324,110,63.58,16,0
Indiana University Bloomington,Management Information System,319,113,73.4,26,0
Indiana University Bloomington,Management Information System,324,114,78.85,30,0
Indiana University Bloomington,Management Information System,312,102,65,20,0
Indiana University Bloomington,Management Information System,320,108,65,41,0
Indiana University Bloomington,Management Information System,312,98,67.165,14,0
Indiana University Bloomington,Management Information System,308,108,82.175,36,0
Indiana University Bloomington,Management Information System,314,108,71,28,0
Indiana University Bloomington,Management Information System,306,99,83.505,30,0
"University of Minnesota, Twin Cities",Management Information System,321,104,71,76,2
"University of Minnesota, Twin Cities",Management Information System,320,102,66.5,30,2
"University of Minnesota, Twin Cities",Management Information System,306,94,68,20,2
"University of Minnesota, Twin Cities",Management Information System,309,102,71,30,1
"University of Minnesota, Twin Cities",Management Information System,316,103,81,28,0
"University of Minnesota, Twin Cities",Management Information System,300,94,76.95,29,0
"University of Minnesota, Twin Cities",Management Information System,321,113,83.885,20,0
Northeastern University,Information Systems,308,92,63.33,60,2
Northeastern University,Information Systems,320,108,66,15,2
Northeastern University,Information Systems,303,85,59.85,6,2
Northeastern University,Information Systems,287,87,83.6,18,2
Northeastern University,Information Systems,308,101,81,20,2
Northeastern University,Information Systems,313,107,62,6,2
Northeastern University,Information Systems,289,102,61,33,2
Northeastern University,Information Systems,310,96,65,24,2
Northeastern University,Information Systems,301,97,67.8,40,2
Northeastern University,Information Systems,293,81,64,44,2
Northeastern University,Information Systems,305,78,69,26,2
Northeastern University,Information Systems,300,85,61.94,17,2
Northeastern University,Information Systems,296,93,62,45,2
Northeastern University,Information Systems,290,101,65.3,4,2
Northeastern University,Information Systems,310,99,57,43,2
Northeastern University,Information Systems,305,102,79.135,3,1
Northeastern University,Information Systems,306,104,80.22,20,1
Northeastern University,Information Systems,296,83,66.595,3,1
Northeastern University,Information Systems,309,104,56,38,1
Northeastern University,Information Systems,331,107,64.36,24,1
Northeastern University,Information Systems,303,87,68,60,1
Northeastern University,Information Systems,306,96,73,60,1
Northeastern University,Information Systems,299,84,82.08,67,1
Northeastern University,Information Systems,302,102,53.2,8,1
Northeastern University,Information Systems,293,101,82.84,20,0
Northeastern University,Information Systems,292,72,59,48,0
Northeastern University,Information Systems,289,101,78.53,24,0
Northeastern University,Information Systems,300,97,67.45,5,0
Northeastern University,Information Systems,293,87,56.24,11,0
Northeastern University,Information Systems,315,111,77.14,25,0
Northeastern University,Information Systems,307,99,60.35,20,0
Northeastern University,Information Systems,303,88,70.1,23,0
Northeastern University,Information Systems,290,86,78.375,48,0
Northeastern University,Information Systems,304,90,66,46,0
Northeastern University,Information Systems,316,107,77,40,0
Northeastern University,Information Systems,301,92,71,20,0
Northwestern University,Management Information System,331,107,64.36,24,2
Northwestern University,Management Information System,319,104,87.495,30,2
Northwestern University,Management Information System,317,105,80,60,2
Northwestern University,Management Information System,318,110,77.9,20,2
Northwestern University,Management Information System,326,110,68.4,50,2
Northwestern University,Management Information System,316,109,64,36,2
Northwestern University,Management Information System,326,104,74.005,12,2
Northwestern University,Management Information System,311,99,66.5,20,2
Northwestern University,Management Information System,318,106,76.95,30,2
Northwestern University,Management Information System,317,104,66.5,30,2
Northwestern University,Management Information System,311,101,62,54,1
Northwestern University,Management Information System,318,105,64.6,42,1
New York University,Information Systems,310,112,66.5,30,2
New York University,Information Systems,312,110,81.7,24,2
New York University,Information Systems,302,98,76,29,2
New York University,Information Systems,322,110,53.77,6,2
New York University,Information Systems,314,106,55.5,24,2
New York University,Information Systems,310,106,69.73,18,2
New York University,Information Systems,308,109,75.525,18,2
New York University,Information Systems,311,97,61.75,9,2
New York University,Information Systems,314,102,64,38,2
New York University,Information Systems,309,96,74.005,7,2
New York University,Information Systems,316,117,91.5,6,2
New York University,Information Systems,307,104,61,84,2
New York University,Information Systems,319,110,90.25,16,2
New York University,Information Systems,311,96,68,18,2
New York University,Information Systems,311,107,52,35,1
New York University,Information Systems,323,107,67.45,44,1
New York University,Information Systems,312,104,72.295,20,1
New York University,Information Systems,320,107,69,60,1
New York University,Information Systems,316,113,74.67,36,1
New York University,Information Systems,310,103,70,88,1
New York University,Information Systems,311,98,69.445,25,1
New York University,Information Systems,304,92,68.4,16,1
New York University,Information Systems,311,97,73.15,35,1
New York University,Information Systems,326,111,60.1,42,1
New York University,Information Systems,308,100,87.685,26,1
New York University,Information Systems,314,100,76,41,1
New York University,Information Systems,320,113,75.05,17,1
New York University,Information Systems,320,100,90,34,1
New York University,Information Systems,310,115,71.5,48,0
New York University,Information Systems,310,90,71,6,0
New York University,Information Systems,312,91,74.1,14,0
New York University,Information Systems,321,104,81.13,10,0
New York University,Information Systems,313,112,55,43,0
New York University,Information Systems,316,102,63.65,9,0
New York University,Information Systems,307,98,61.655,30,0
New York University,Information Systems,306,103,63,20,0
New York University,Information Systems,315,109,66.5,20,0
New York University,Information Systems,321,113,66.5,12,0
New York University,Information Systems,302,98,72.77,30,0
New York University,Information Systems,315,109,70.06,10,0
Pennsylvania State University,Information Science,315,102,77.9,16,2
Pennsylvania State University,Information Science,312,96,81.7,15,2
Pennsylvania State University,Information Science,316,117,86.45,4,1
Pennsylvania State University,Information Science,327,112,73.15,32,1
Pennsylvania State University,Information Science,315,100,78.945,19,1
Pennsylvania State University,Information Science,316,109,71.4,20,1
Pennsylvania State University,Information Science,324,100,66.12,25,1
Pennsylvania State University,Information Science,325,108,76.6,24,1
Pennsylvania State University,Information Science,305,107,80.18,20,1
Pennsylvania State University,Information Science,317,110,86.64,24,1
Pennsylvania State University,Information Science,313,100,80.45,32,0
Rochester Institute of Technology,Information Science,300,101,62.89,54,2
Rochester Institute of Technology,Information Science,303,88,58,44,2
Rochester Institute of Technology,Information Science,306,94,72.9,12,2
Rochester Institute of Technology,Information Science,310,91,64,6,2
Rochester Institute of Technology,Information Science,295,98,58,42,2
Rochester Institute of Technology,Information Science,295,85,57.5,14,2
Rochester Institute of Technology,Information Science,289,75,63,39,2
Rochester Institute of Technology,Information Science,305,90,76.855,24,2
Rochester Institute of Technology,Information Science,303,109,56,20,2
Rochester Institute of Technology,Information Science,301,99,66,30,2
Rochester Institute of Technology,Information Science,305,103,69,10,2
Rochester Institute of Technology,Information Science,304,90,57,30,2
Rochester Institute of Technology,Information Science,306,104,80.22,20,1
Rochester Institute of Technology,Information Science,311,102,62.8,27,1
Rochester Institute of Technology,Information Science,299,85,58.5,24,1
Rochester Institute of Technology,Information Science,300,103,85.5,30,1
Rochester Institute of Technology,Information Science,317,105,64.22,12,1
Rochester Institute of Technology,Information Science,299,93,66,48,1
Rochester Institute of Technology,Information Science,301,85,62,37,1
Rochester Institute of Technology,Information Science,312,103,80,36,1
Rochester Institute of Technology,Information Science,301,89,68.78,3,1
Rochester Institute of Technology,Information Science,307,102,61,28,1
Rochester Institute of Technology,Information Science,297,94,69.8,30,1
Rochester Institute of Technology,Information Science,300,93,58.79,26,1
Rochester Institute of Technology,Information Science,305,104,66.5,6,1
Rochester Institute of Technology,Information Science,302,101,64,18,1
Rochester Institute of Technology,Information Science,309,104,69.35,30,1
Rochester Institute of Technology,Information Science,303,88,59,1,1
Rochester Institute of Technology,Information Science,305,109,76,6,1
Rochester Institute of Technology,Information Science,300,98,68.21,54,1
Rochester Institute of Technology,Information Science,328,104,57,18,0
Rochester Institute of Technology,Information Science,305,95,66.5,1,0
Rochester Institute of Technology,Information Science,293,96,72.01,5,0
Rochester Institute of Technology,Information Science,294,96,84.55,40,0
Rochester Institute of Technology,Information Science,297,92,56.68,24,0
Rochester Institute of Technology,Information Science,302,93,74,24,0
Rochester Institute of Technology,Information Science,312,107,53,11,0
Rochester Institute of Technology,Information Science,294,88,62,31,0
Rochester Institute of Technology,Information Science,297,86,62.2,32,0
Rochester Institute of Technology,Information Science,307,93,64.22,3,0
Rochester Institute of Technology,Information Science,302,85,58,18,0
Rochester Institute of Technology,Information Science,318,101,78.85,3,0
Rensselaer Polytechnic Institute,Management Information System,329,110,70.3,4,2
Rensselaer Polytechnic Institute,Management Information System,321,104,62.1395,2,2
Rensselaer Polytechnic Institute,Management Information System,302,104,58.425,5,2
Rensselaer Polytechnic Institute,Management Information System,312,91,68.59,30,2
Rensselaer Polytechnic Institute,Management Information System,334,115,66.405,60,2
Rensselaer Polytechnic Institute,Management Information System,320,104,75,30,2
Rensselaer Polytechnic Institute,Management Information System,318,106,76.95,30,2
Rensselaer Polytechnic Institute,Management Information System,318,111,63.46,6,1
Rensselaer Polytechnic Institute,Management Information System,322,107,77,60,1
Rensselaer Polytechnic Institute,Management Information System,327,104,69.16,9,1
Rensselaer Polytechnic Institute,Management Information System,317,101,73.15,34,1
Rensselaer Polytechnic Institute,Management Information System,319,114,60,30,1
Rensselaer Polytechnic Institute,Management Information System,322,110,65,10,1
Rensselaer Polytechnic Institute,Management Information System,313,100,62,10,1
Rensselaer Polytechnic Institute,Management Information System,321,113,66.5,12,1
